song_id,album_id,artist_id,genre_id,parent_genre_id,gp_genre_id
16083,4855,3499,0,0,0
16084,12496,1288,0,0,0
16085,14913,7168,0,0,0
16086,13596,5674,0,0,0
16087,2261,8265,0,0,0
16088,19061,7799,0,0,0
16089,11688,4304,0,0,0
16090,7109,8448,0,0,0
16091,18597,1873,0,0,0
16092,14938,8570,106,106,106
16093,19051,8301,134,134,134
16094,10803,4505,0,0,0
16095,19087,2438,0,0,0
16096,17783,483,0,0,0
16097,14687,3660,0,0,0
16098,18079,8970,0,0,0
16099,2695,5853,0,0,0
16100,13841,3811,114,114,114
16101,20329,6913,106,106,106
16102,16399,3281,0,0,0
16103,19878,7462,114,114,114
16104,16145,8458,0,0,0
16105,9693,297,0,0,0
16106,20271,7709,0,0,0
16107,9582,756,0,0,0
16108,8782,7537,0,0,0
16109,356,296,0,0,0
16110,6029,8964,0,0,0
16111,14412,4774,0,0,0
16112,1282,5045,0,0,0
16113,7299,6614,0,0,0
16114,12485,2900,0,0,0
16115,9720,7941,0,0,0
16116,19783,9354,0,0,0
16117,10008,8913,0,0,0
16118,20034,2862,134,134,134
16119,18530,6293,0,0,0
16120,10178,9177,0,0,0
16121,17464,8857,0,0,0
16122,2439,7921,0,0,0
16123,330,2346,0,0,0
16124,9265,4319,0,0,0
16125,11874,8574,0,0,0
16126,11691,6176,0,0,0
16127,16291,6996,134,134,134
16128,17271,2762,0,0,0
16129,14134,5337,0,0,0
16130,5001,5884,0,0,0
16131,14685,7041,0,0,0
16132,18332,4720,0,0,0
16133,14121,6059,0,0,0
16134,3264,5282,134,134,134
16135,10984,3677,134,134,134
16136,3215,7595,134,134,134
16137,8485,3371,0,0,0
16138,5610,5394,0,0,0
16139,11219,5602,0,0,0
16140,18517,5051,0,0,0
16141,3857,6916,0,0,0
16142,13501,7895,0,0,0
16143,2779,8745,134,134,134
16144,7328,4749,0,0,0
16145,3098,6554,0,0,0
16146,6154,1085,0,0,0
16147,8429,4099,0,0,0
16148,2328,1933,0,0,0
16149,1479,4389,0,0,0
16150,14681,86,0,0,0
16151,19020,4371,0,0,0
16152,8076,9054,0,0,0
16153,9996,418,0,0,0
16154,2443,6401,0,0,0
16155,16625,5864,134,134,134
16156,7731,2391,0,0,0
16157,1426,8783,0,0,0
16158,11680,7317,65,65,65
16159,10189,7395,106,106,106
16160,14625,3305,0,0,0
16161,7835,6698,0,0,0
16162,3339,5657,0,0,0
16163,14112,8932,0,0,0
16164,17322,7207,0,0,0
16165,13651,5231,0,0,0
16166,8967,2662,0,0,0
16167,10620,2020,0,0,0
16168,2261,8265,0,0,0
16169,16191,1812,0,0,0
16170,13756,2020,135,134,134
16171,17799,4434,0,0,0
16172,16091,1789,134,134,134
16173,15204,3951,0,0,0
16174,8464,6742,0,0,0
16175,4230,7470,0,0,0
16176,18303,5677,0,0,0
16177,5750,2331,1,1,1
16178,7645,7719,0,0,0
16179,14394,2129,0,0,0
16180,1277,5568,0,0,0
16181,3456,8053,0,0,0
16182,8563,3996,0,0,0
16183,19130,6133,0,0,0
16184,6266,5527,0,0,0
16185,20142,1173,0,0,0
16186,5292,2779,0,0,0
16187,18244,2761,0,0,0
16188,17874,1229,134,134,134
16189,2157,7937,134,134,134
16190,20225,2770,0,0,0
16191,6677,9317,0,0,0
16192,7033,9414,0,0,0
16193,17929,2872,0,0,0
16194,6250,6997,0,0,0
16195,13859,1684,0,0,0
16196,11919,4128,0,0,0
16197,15182,4587,0,0,0
16198,13676,4005,0,0,0
16199,20421,1708,0,0,0
16200,19094,69,0,0,0
16201,16794,4,0,0,0
16202,2561,9225,114,114,114
16203,7512,5857,0,0,0
16204,19210,5850,0,0,0
16205,8020,2988,0,0,0
16206,10435,1725,0,0,0
16207,11851,3524,0,0,0
16208,13799,1163,0,0,0
16209,13299,3440,54,54,54
16210,5439,3509,0,0,0
16211,5009,4766,0,0,0
16212,16155,535,149,148,134
16213,13396,191,0,0,0
16214,7553,5509,0,0,0
16215,7975,5564,0,0,0
16216,9540,5601,0,0,0
16217,14031,6138,0,0,0
16218,3109,6099,0,0,0
16219,18345,3188,74,74,74
16220,13923,2486,0,0,0
16221,2273,5439,0,0,0
16222,14024,1714,0,0,0
16223,7238,2457,0,0,0
16224,3957,9196,0,0,0
16225,11704,1655,106,106,106
16226,6791,407,0,0,0
16227,9562,4011,0,0,0
16228,18845,4030,114,114,114
16229,18117,7709,0,0,0
16230,11752,1942,114,114,114
16231,6615,8140,0,0,0
16232,19738,633,0,0,0
16233,17268,418,0,0,0
16234,1700,2567,65,65,65
16235,334,1035,0,0,0
16236,7815,7634,106,106,106
16237,13417,898,0,0,0
16238,9890,1653,0,0,0
16239,16837,7267,0,0,0
16240,512,717,0,0,0
16241,17089,2765,0,0,0
16242,17141,114,0,0,0
16243,8831,5499,0,0,0
16244,7711,1809,0,0,0
16245,3242,2951,0,0,0
16246,173,142,0,0,0
16247,14555,4391,0,0,0
16248,8714,1982,0,0,0
16249,11580,8355,0,0,0
16250,11076,4353,0,0,0
16251,18995,1180,0,0,0
16252,665,7595,0,0,0
16253,10977,789,0,0,0
16254,2373,8798,0,0,0
16255,19773,9207,0,0,0
16256,4046,8470,0,0,0
16257,10332,60,0,0,0
16258,5021,2253,0,0,0
16259,17376,3623,0,0,0
16260,9231,3039,0,0,0
16261,19219,612,0,0,0
16262,3180,6106,0,0,0
16263,4334,2445,0,0,0
16264,3994,2687,0,0,0
16265,10941,6328,0,0,0
16266,11696,5535,0,0,0
16267,20271,7709,0,0,0
16268,13536,5936,0,0,0
16269,14519,7092,0,0,0
16270,632,8929,0,0,0
16271,4431,4103,0,0,0
16272,6826,8403,0,0,0
16273,5911,2630,0,0,0
16274,11419,4720,0,0,0
16275,11706,6060,0,0,0
16276,3706,7720,0,0,0
16277,7805,3241,0,0,0
16278,11891,579,0,0,0
16279,16511,2391,0,0,0
16280,19812,7497,0,0,0
16281,17402,4592,0,0,0
16282,19643,4309,0,0,0
16283,11728,1873,0,0,0
16284,10557,6221,0,0,0
16285,11492,6082,106,106,106
16286,1536,4261,0,0,0
16287,7985,6742,0,0,0
16288,12776,5797,0,0,0
16289,16499,4642,0,0,0
16290,17531,7616,0,0,0
16291,536,3677,134,134,134
16292,1715,5388,0,0,0
16293,13,7231,0,0,0
16294,15614,3546,114,114,114
16295,3448,4448,0,0,0
16296,6224,6613,0,0,0
16297,18222,6146,134,134,134
16298,17867,2498,0,0,0
16299,18303,875,0,0,0
16300,7214,3827,0,0,0
16301,6298,8956,0,0,0
16302,11663,5403,0,0,0
16303,91,4304,0,0,0
16304,14363,6913,106,106,106
16305,1103,661,0,0,0
16306,16018,4453,0,0,0
16307,19230,54,0,0,0
16308,16738,8626,0,0,0
16309,15067,9414,0,0,0
16310,10522,6361,114,114,114
16311,19297,8872,0,0,0
16312,16206,9137,0,0,0
16313,18116,2785,0,0,0
16314,12175,1314,0,0,0
16315,9812,3598,0,0,0
16316,8718,5326,0,0,0
16317,19918,9259,0,0,0
16318,17012,4876,0,0,0
16319,7905,7616,0,0,0
16320,20346,369,0,0,0
16321,7891,5499,0,0,0
16322,13547,3022,0,0,0
16323,12193,7092,0,0,0
16324,10144,4000,0,0,0
16325,15385,7041,106,106,106
16326,3040,150,0,0,0
16327,5683,2389,0,0,0
16328,17670,7171,0,0,0
16329,10082,7804,0,0,0
16330,4962,1582,114,114,114
16331,16972,3071,0,0,0
16332,1866,6918,0,0,0
16333,10602,6199,0,0,0
16334,6405,6159,35,35,35
16335,5261,2036,134,134,134
16336,3768,4037,0,0,0
16337,732,4569,0,0,0
16338,18576,6793,0,0,0
16339,1515,7366,54,54,54
16340,1855,4642,0,0,0
16341,11942,6965,0,0,0
16342,13069,3576,0,0,0
16343,16047,1320,0,0,0
16344,4926,9007,0,0,0
16345,6645,1164,0,0,0
16346,17014,5052,106,106,106
16347,18110,6996,134,134,134
16348,4285,7057,0,0,0
16349,20401,8021,0,0,0
16350,9086,7078,0,0,0
16351,12817,5007,0,0,0
16352,11603,9332,0,0,0
16353,13806,7741,0,0,0
16354,11297,2756,0,0,0
16355,18844,2384,0,0,0
16356,8380,9263,0,0,0
16357,6964,5363,134,134,134
16358,12047,4320,134,134,134
16359,9143,9101,0,0,0
16360,18031,167,0,0,0
16361,12853,4266,114,114,114
16362,951,4569,0,0,0
16363,6216,3910,0,0,0
16364,4467,1124,0,0,0
16365,11193,4664,0,0,0
16366,10104,6689,0,0,0
16367,1731,1281,0,0,0
16368,11968,6415,0,0,0
16369,5497,9225,114,114,114
16370,660,5531,0,0,0
16371,380,7768,0,0,0
16372,19877,3878,0,0,0
16373,5247,9027,0,0,0
16374,8503,6838,0,0,0
16375,13157,5624,0,0,0
16376,16411,8403,0,0,0
16377,8826,9243,0,0,0
16378,16626,5820,0,0,0
16379,5205,14,0,0,0
16380,5166,6636,0,0,0
16381,18588,6002,0,0,0
16382,16080,3341,0,0,0
16383,11735,1372,0,0,0
16384,18285,1380,0,0,0
16385,13253,4964,0,0,0
16386,8660,7519,0,0,0
16387,1487,7838,0,0,0
16388,7093,6625,0,0,0
16389,19257,924,0,0,0
16390,11145,5627,0,0,0
16391,8295,3161,0,0,0
16392,18415,2049,0,0,0
16393,7656,3366,0,0,0
16394,17604,2782,0,0,0
16395,16208,8845,106,106,106
16396,20228,1156,0,0,0
16397,19126,1094,0,0,0
16398,8507,4720,0,0,0
16399,20318,890,0,0,0
16400,19053,3786,0,0,0
16401,18541,6200,0,0,0
16402,3866,7257,0,0,0
16403,10722,2157,134,134,134
16404,7415,9176,0,0,0
16405,18130,7762,0,0,0
16406,9229,880,0,0,0
16407,12528,5814,0,0,0
16408,18590,2743,0,0,0
16409,16712,7088,0,0,0
16410,18426,9317,0,0,0
16411,13082,1123,106,106,106
16412,2915,6421,0,0,0
16413,15744,1621,0,0,0
16414,9567,619,0,0,0
16415,8275,2988,35,35,35
16416,8668,2650,0,0,0
16417,11180,3784,134,134,134
16418,13463,7688,106,106,106
16419,16585,418,0,0,0
16420,11419,4720,0,0,0
16421,17469,5568,0,0,0
16422,13755,7372,0,0,0
16423,8498,7064,0,0,0
16424,6714,9429,0,0,0
16425,14415,1810,35,35,35
16426,18179,674,0,0,0
16427,6568,5202,0,0,0
16428,1791,4009,0,0,0
16429,20532,5901,166,134,134
16430,1837,5537,0,0,0
16431,13220,2989,0,0,0
16432,14467,9396,0,0,0
16433,14344,3053,0,0,0
16434,12111,7088,0,0,0
16435,3919,7505,0,0,0
16436,6732,8301,0,0,0
16437,16616,3118,0,0,0
16438,18817,7698,0,0,0
16439,13385,9223,0,0,0
16440,10075,4153,0,0,0
16441,1555,8866,0,0,0
16442,3345,7359,134,134,134
16443,7695,660,0,0,0
16444,15202,8301,134,134,134
16445,10630,1681,0,0,0
16446,15143,2988,0,0,0
16447,19133,5113,0,0,0
16448,8434,2034,0,0,0
16449,6584,2842,134,134,134
16450,4027,1409,0,0,0
16451,5799,5728,0,0,0
16452,3240,2430,0,0,0
16453,5322,6679,0,0,0
16454,9296,8761,54,54,54
16455,249,6914,0,0,0
16456,13173,3586,0,0,0
16457,564,2722,0,0,0
16458,15459,7923,114,114,114
16459,683,7692,0,0,0
16460,3884,2785,0,0,0
16461,4818,5508,0,0,0
16462,10955,5568,54,54,54
16463,17815,3754,0,0,0
16464,10165,2630,0,0,0
16465,9763,5024,0,0,0
16466,9535,6191,0,0,0
16467,4350,5987,0,0,0
16468,8576,4095,0,0,0
16469,13939,8030,0,0,0
16470,3803,3502,0,0,0
16471,5452,7299,0,0,0
16472,4342,460,0,0,0
16473,439,8616,0,0,0
16474,16701,3101,0,0,0
16475,16591,6062,0,0,0
16476,20022,6390,0,0,0
16477,19762,5871,0,0,0
16478,9494,1692,0,0,0
16479,1498,6362,0,0,0
16480,18360,7324,0,0,0
16481,5322,6679,0,0,0
16482,4371,5910,0,0,0
16483,5983,770,0,0,0
16484,12156,4261,0,0,0
16485,2233,8903,0,0,0
16486,2685,4261,0,0,0
16487,14909,1072,0,0,0
16488,14550,9356,0,0,0
16489,17466,6224,0,0,0
16490,17572,5626,0,0,0
16491,4618,1157,0,0,0
16492,4270,4560,0,0,0
16493,13481,8329,0,0,0
16494,12627,2999,106,106,106
16495,17512,433,0,0,0
16496,15480,8090,0,0,0
16497,7493,5227,0,0,0
16498,9073,1179,0,0,0
16499,670,9339,0,0,0
16500,13909,2546,0,0,0
16501,11355,2486,0,0,0
16502,19712,5511,0,0,0
16503,9160,5365,0,0,0
16504,11680,7317,65,65,65
16505,13314,7846,0,0,0
16506,2227,261,134,134,134
16507,1801,399,0,0,0
16508,17162,9111,0,0,0
16509,3550,2458,0,0,0
16510,11093,7935,0,0,0
16511,18136,7325,0,0,0
16512,7895,7041,106,106,106
16513,19220,6625,0,0,0
16514,7436,4962,0,0,0
16515,6633,4643,0,0,0
16516,3547,5716,0,0,0
16517,2462,2679,0,0,0
16518,19482,7688,0,0,0
16519,19135,3178,0,0,0
16520,14095,8652,0,0,0
16521,57,1940,0,0,0
16522,5921,5197,0,0,0
16523,16899,447,0,0,0
16524,17192,1088,54,54,54
16525,14810,104,0,0,0
16526,3313,3028,0,0,0
16527,9650,5177,0,0,0
16528,2105,1077,0,0,0
16529,13352,9089,0,0,0
16530,10166,7338,0,0,0
16531,8055,5836,35,35,35
16532,16373,1267,0,0,0
16533,13032,7188,88,88,88
16534,7590,3339,0,0,0
16535,19368,8034,0,0,0
16536,13217,3373,106,106,106
16537,3390,8589,0,0,0
16538,16939,4766,0,0,0
16539,12256,7762,0,0,0
16540,13542,820,0,0,0
16541,3423,5845,0,0,0
16542,2232,4083,134,134,134
16543,10011,210,0,0,0
16544,8691,7196,0,0,0
16545,9714,2273,0,0,0
16546,10281,4083,0,0,0
16547,16830,6857,134,134,134
16548,7131,7143,0,0,0
16549,14618,6625,0,0,0
16550,10654,3410,0,0,0
16551,14772,7088,0,0,0
16552,809,7075,0,0,0
16553,18489,1842,0,0,0
16554,6293,7088,0,0,0
16555,2547,9088,0,0,0
16556,10323,7791,54,54,54
16557,5918,1606,0,0,0
16558,13478,9088,0,0,0
16559,1649,444,0,0,0
16560,11546,1363,0,0,0
16561,8666,4095,0,0,0
16562,10724,5734,0,0,0
16563,15381,8898,0,0,0
16564,19169,5162,0,0,0
16565,16951,4398,0,0,0
16566,16622,2375,0,0,0
16567,12810,8608,0,0,0
16568,5219,8770,0,0,0
16569,18779,1730,0,0,0
16570,4365,5845,0,0,0
16571,10250,5095,0,0,0
16572,13786,6873,0,0,0
16573,4249,5410,0,0,0
16574,20441,8040,0,0,0
16575,15643,1715,106,106,106
16576,7493,5227,0,0,0
16577,18476,7277,0,0,0
16578,1790,5892,0,0,0
16579,8866,3784,0,0,0
16580,17204,4251,0,0,0
16581,7086,25,0,0,0
16582,14513,6050,0,0,0
16583,17527,4988,0,0,0
16584,12560,4588,0,0,0
16585,5299,850,0,0,0
16586,4946,9088,0,0,0
16587,4679,1682,0,0,0
16588,13278,3530,0,0,0
16589,10681,5892,0,0,0
16590,4027,1409,0,0,0
16591,7659,4,0,0,0
16592,3102,2454,0,0,0
16593,18028,6728,0,0,0
16594,11765,1408,0,0,0
16595,14344,3053,0,0,0
16596,5959,2640,106,106,106
16597,17918,1809,0,0,0
16598,11072,3375,0,0,0
16599,2026,110,0,0,0
16600,13883,1638,0,0,0
16601,3097,4023,0,0,0
16602,6303,1074,134,134,134
16603,12560,4588,0,0,0
16604,1302,5682,0,0,0
16605,6557,6513,0,0,0
16606,19846,3184,0,0,0
16607,19983,6262,114,114,114
16608,9121,6019,0,0,0
16609,6280,7756,0,0,0
16610,12302,9197,54,54,54
16611,614,8536,134,134,134
16612,4542,2785,0,0,0
16613,12810,8608,0,0,0
16614,756,5922,0,0,0
16615,7374,1465,0,0,0
16616,13027,6485,0,0,0
16617,6382,1795,0,0,0
16618,682,6527,0,0,0
16619,6587,3811,0,0,0
16620,12230,8823,114,114,114
16621,10940,1579,0,0,0
16622,15108,255,114,114,114
16623,15785,2438,134,134,134
16624,886,7366,0,0,0
16625,10665,5699,106,106,106
16626,15318,3827,0,0,0
16627,18224,9317,0,0,0
16628,1391,7422,0,0,0
16629,9062,7634,106,106,106
16630,17874,1229,134,134,134
16631,12423,4071,0,0,0
16632,17186,5982,0,0,0
16633,19467,1381,0,0,0
16634,13210,9315,0,0,0
16635,8539,2379,0,0,0
16636,15952,7847,0,0,0
16637,18607,6122,0,0,0
16638,16304,4332,0,0,0
16639,15618,6234,0,0,0
16640,15298,8269,0,0,0
16641,6197,273,114,114,114
16642,15190,9098,0,0,0
16643,5254,7790,0,0,0
16644,18954,7595,0,0,0
16645,9659,7984,0,0,0
16646,20238,373,0,0,0
16647,20217,3677,0,0,0
16648,9408,3241,0,0,0
16649,19758,4527,0,0,0
16650,15640,7050,0,0,0
16651,17592,8888,0,0,0
16652,8324,4788,0,0,0
16653,13474,5713,0,0,0
16654,11647,6002,0,0,0
16655,6616,2233,0,0,0
16656,6288,1139,0,0,0
16657,10172,2183,134,134,134
16658,10657,8472,27,27,27
16659,6663,4865,0,0,0
16660,3369,824,0,0,0
16661,11181,1438,0,0,0
16662,3625,339,0,0,0
16663,19794,7923,114,114,114
16664,2571,9345,134,134,134
16665,2548,3229,35,35,35
16666,9249,7550,0,0,0
16667,14788,898,35,35,35
16668,8880,6640,0,0,0
16669,14367,3836,0,0,0
16670,13278,3530,0,0,0
16671,7929,5657,0,0,0
16672,6519,8559,0,0,0
16673,4934,6505,0,0,0
16674,14083,6404,0,0,0
16675,18970,3042,0,0,0
16676,16636,6534,0,0,0
16677,19878,7462,114,114,114
16678,14299,2980,0,0,0
16679,12795,6616,0,0,0
16680,16391,7442,0,0,0
16681,1785,4137,0,0,0
16682,3616,7950,0,0,0
16683,13193,529,0,0,0
16684,15069,5983,0,0,0
16685,9016,1915,0,0,0
16686,3009,7372,0,0,0
16687,13678,2818,0,0,0
16688,14062,7881,0,0,0
16689,5484,1229,134,134,134
16690,3410,3212,0,0,0
16691,13771,2890,0,0,0
16692,5525,5777,0,0,0
16693,14648,2904,0,0,0
16694,7855,4554,0,0,0
16695,798,4023,0,0,0
16696,18237,2299,0,0,0
16697,1374,5890,0,0,0
16698,18088,1798,0,0,0
16699,2877,1347,0,0,0
16700,8423,5193,0,0,0
16701,5817,8804,0,0,0
16702,16257,3504,0,0,0
16703,18462,8678,0,0,0
16704,18289,7365,0,0,0
16705,1067,8548,0,0,0
16706,403,8226,0,0,0
16707,6759,7791,0,0,0
16708,7002,7712,0,0,0
16709,4231,630,0,0,0
16710,10406,4340,35,35,35
16711,18031,167,0,0,0
16712,1264,1765,0,0,0
16713,19772,422,0,0,0
16714,5059,4150,0,0,0
16715,6557,4397,0,0,0
16716,4939,5363,134,134,134
16717,8305,3282,0,0,0
16718,8784,1066,0,0,0
16719,5549,9302,0,0,0
16720,14377,2393,134,134,134
16721,15148,3395,206,206,206
16722,129,3827,0,0,0
16723,4746,3677,134,134,134
16724,2005,7985,0,0,0
16725,925,5016,0,0,0
16726,583,5998,0,0,0
16727,12570,8476,0,0,0
16728,1268,4941,0,0,0
16729,16115,7013,0,0,0
16730,15313,1125,0,0,0
16731,3043,2293,0,0,0
16732,19052,6105,0,0,0
16733,6390,55,0,0,0
16734,17880,3706,0,0,0
16735,9158,7366,0,0,0
16736,18793,6614,0,0,0
16737,15915,5305,0,0,0
16738,8414,1642,0,0,0
16739,1432,3630,0,0,0
16740,18168,5773,0,0,0
16741,4423,4146,0,0,0
16742,7067,2020,135,134,134
16743,548,9126,134,134,134
16744,16357,1437,0,0,0
16745,1944,1360,0,0,0
16746,8520,31,0,0,0
16747,2109,5600,0,0,0
16748,10743,3217,0,0,0
16749,5209,2836,0,0,0
16750,6658,6198,0,0,0
16751,118,5499,0,0,0
16752,4263,3473,0,0,0
16753,16108,9302,0,0,0
16754,18003,8761,0,0,0
16755,15458,4624,0,0,0
16756,19097,1179,0,0,0
16757,9977,7372,0,0,0
16758,7535,2141,0,0,0
16759,3563,4604,0,0,0
16760,11881,9035,0,0,0
16761,13596,5674,0,0,0
16762,20393,3992,0,0,0
16763,14645,7753,0,0,0
16764,14461,7706,134,134,134
16765,7027,8761,0,0,0
16766,4845,6993,0,0,0
16767,10668,43,0,0,0
16768,17478,3291,0,0,0
16769,2368,4098,0,0,0
16770,19766,6529,0,0,0
16771,7568,6543,0,0,0
16772,13406,8780,0,0,0
16773,17509,349,0,0,0
16774,2320,5983,134,134,134
16775,17636,1137,0,0,0
16776,10943,5892,0,0,0
16777,13447,6284,0,0,0
16778,15051,6252,0,0,0
16779,6909,2020,0,0,0
16780,12062,7838,0,0,0
16781,17862,5052,106,106,106
16782,212,4459,0,0,0
16783,18688,2020,0,0,0
16784,10560,5016,0,0,0
16785,8475,9284,0,0,0
16786,13112,7107,159,134,134
16787,12482,4457,0,0,0
16788,16857,8483,35,35,35
16789,2329,6688,0,0,0
16790,18775,7763,0,0,0
16791,7917,3778,0,0,0
16792,5364,1011,65,65,65
16793,9605,3076,106,106,106
16794,2517,7620,0,0,0
16795,4679,1682,0,0,0
16796,9309,1454,0,0,0
16797,18091,5982,0,0,0
16798,11012,8078,134,134,134
16799,15053,1136,0,0,0
16800,2315,5260,0,0,0
16801,6516,6625,0,0,0
16802,3561,8645,0,0,0
16803,19332,9390,0,0,0
16804,6187,2484,0,0,0
16805,15531,4554,54,54,54
16806,18113,6267,0,0,0
16807,9872,3034,0,0,0
16808,13602,3284,0,0,0
16809,2545,4141,0,0,0
16810,17906,3706,0,0,0
16811,8268,4770,0,0,0
16812,2977,2179,0,0,0
16813,11635,7381,206,206,206
16814,18749,5574,0,0,0
16815,6862,7595,0,0,0
16816,1246,3962,0,0,0
16817,3443,6071,0,0,0
16818,8365,5685,0,0,0
16819,8155,7960,0,0,0
16820,6036,1748,0,0,0
16821,10559,8034,0,0,0
16822,13272,5007,0,0,0
16823,18681,990,0,0,0
16824,19963,1501,0,0,0
16825,5735,7182,0,0,0
16826,8121,4815,0,0,0
16827,14064,3500,0,0,0
16828,3004,4444,0,0,0
16829,14473,5408,0,0,0
16830,14130,862,0,0,0
16831,2359,4163,0,0,0
16832,16250,2033,0,0,0
16833,1343,4187,0,0,0
16834,4880,4739,134,134,134
16835,11679,1089,54,54,54
16836,3439,1107,0,0,0
16837,10480,3163,0,0,0
16838,6142,685,0,0,0
16839,14133,5926,0,0,0
16840,3296,1083,0,0,0
16841,4978,273,114,114,114
16842,1763,6624,0,0,0
16843,14044,2202,0,0,0
16844,11675,8835,0,0,0
16845,9886,5869,0,0,0
16846,15410,3331,0,0,0
16847,6168,5601,0,0,0
16848,11012,8078,134,134,134
16849,14319,9391,0,0,0
16850,13348,1280,0,0,0
16851,12147,8919,114,114,114
16852,3342,142,0,0,0
16853,9728,4175,0,0,0
16854,18542,4941,0,0,0
16855,9808,1277,0,0,0
16856,5114,4261,0,0,0
16857,17660,3692,0,0,0
16858,11160,1853,0,0,0
16859,4672,2868,0,0,0
16860,577,6929,0,0,0
16861,14788,898,35,35,35
16862,5242,9264,0,0,0
16863,9534,7709,0,0,0
16864,12451,3332,0,0,0
16865,1305,8301,0,0,0
16866,18062,4664,0,0,0
16867,2268,3575,0,0,0
16868,12189,3845,0,0,0
16869,19906,3162,0,0,0
16870,11587,6450,0,0,0
16871,8222,5017,0,0,0
16872,18559,6002,106,106,106
16873,7885,8329,0,0,0
16874,13858,3138,0,0,0
16875,474,1842,0,0,0
16876,3777,837,0,0,0
16877,5627,4088,0,0,0
16878,17740,1233,135,134,134
16879,5182,4589,0,0,0
16880,14391,7937,0,0,0
16881,10973,6262,0,0,0
16882,17202,4442,0,0,0
16883,18022,732,0,0,0
16884,673,229,0,0,0
16885,10566,6390,0,0,0
16886,8682,8970,0,0,0
16887,2618,7413,0,0,0
16888,11942,6965,0,0,0
16889,5039,4226,0,0,0
16890,8398,1690,0,0,0
16891,7444,4448,0,0,0
16892,66,853,0,0,0
16893,6184,1842,0,0,0
16894,5450,7262,134,134,134
16895,1263,3085,0,0,0
16896,5114,4261,0,0,0
16897,5980,3313,0,0,0
16898,5655,4144,0,0,0
16899,11575,1855,134,134,134
16900,6144,6962,0,0,0
16901,15338,9332,0,0,0
16902,12111,7088,0,0,0
16903,1388,5177,0,0,0
16904,12957,4664,0,0,0
16905,5779,7626,0,0,0
16906,8023,5362,0,0,0
16907,2378,8260,0,0,0
16908,2632,4100,0,0,0
16909,3079,950,0,0,0
16910,10471,985,0,0,0
16911,8361,3704,0,0,0
16912,3608,6916,0,0,0
16913,1662,896,0,0,0
16914,9239,7089,0,0,0
16915,6657,879,0,0,0
16916,18317,3599,0,0,0
16917,6759,7791,0,0,0
16918,2817,111,0,0,0
16919,16775,6010,0,0,0
16920,2452,6671,0,0,0
16921,6677,9317,0,0,0
16922,3152,7922,0,0,0
16923,2643,3168,0,0,0
16924,7279,1056,0,0,0
16925,1410,212,0,0,0
16926,19989,2105,0,0,0
16927,3947,5888,134,134,134
16928,11490,8979,0,0,0
16929,17338,137,0,0,0
16930,10680,7328,0,0,0
16931,18510,1929,0,0,0
16932,18928,540,0,0,0
16933,14930,85,0,0,0
16934,16106,2930,0,0,0
16935,19881,2020,0,0,0
16936,16717,4896,0,0,0
16937,9642,9089,0,0,0
16938,12174,6370,0,0,0
16939,18271,7024,0,0,0
16940,18860,1988,0,0,0
16941,14043,6707,0,0,0
16942,8571,2273,0,0,0
16943,8616,1873,0,0,0
16944,15785,2438,134,134,134
16945,9686,1642,0,0,0
16946,18034,6809,0,0,0
16947,7343,9304,0,0,0
16948,10288,4761,134,134,134
16949,7117,6403,0,0,0
16950,3072,8823,0,0,0
16951,13880,7454,0,0,0
16952,1180,6928,0,0,0
16953,18831,2017,0,0,0
16954,11455,2391,0,0,0
16955,2682,4319,0,0,0
16956,7499,6282,0,0,0
16957,16250,2033,0,0,0
16958,371,471,0,0,0
16959,9723,207,0,0,0
16960,1621,824,0,0,0
16961,13408,5758,0,0,0
16962,17129,2342,0,0,0
16963,3711,7849,0,0,0
16964,4784,5384,0,0,0
16965,3768,9357,0,0,0
16966,7096,7168,0,0,0
16967,12683,3656,0,0,0
16968,7553,7480,0,0,0
16969,1355,7089,0,0,0
16970,15274,868,0,0,0
16971,17721,8656,0,0,0
16972,8046,4203,0,0,0
16973,14299,2980,0,0,0
16974,18658,173,0,0,0
16975,7864,7366,54,54,54
16976,17702,3774,0,0,0
16977,3596,3845,0,0,0
16978,15386,8226,35,35,35
16979,3045,5225,0,0,0
16980,8701,3329,0,0,0
16981,19491,5946,0,0,0
16982,6743,6002,0,0,0
16983,17643,9431,0,0,0
16984,18416,258,149,148,134
16985,9609,1014,0,0,0
16986,8070,6323,0,0,0
16987,6545,4868,0,0,0
16988,6709,9317,0,0,0
16989,2630,3317,0,0,0
16990,5839,3953,134,134,134
16991,14799,3316,0,0,0
16992,1309,11,0,0,0
16993,257,4393,0,0,0
16994,17697,8506,0,0,0
16995,7006,7529,54,54,54
16996,7224,8608,65,65,65
16997,5449,3564,0,0,0
16998,19378,6196,134,134,134
16999,12126,6951,0,0,0
17000,195,444,0,0,0
17001,14140,5553,0,0,0
17002,12486,3253,0,0,0
17003,15388,1726,0,0,0
17004,17426,1215,0,0,0
17005,14198,5955,106,106,106
17006,14247,7188,0,0,0
17007,12037,3278,0,0,0
17008,1886,6687,0,0,0
17009,19048,7899,0,0,0
17010,5918,1606,0,0,0
17011,16345,8545,0,0,0
17012,6699,6977,0,0,0
17013,9021,5113,0,0,0
17014,17750,2521,0,0,0
17015,19045,7395,106,106,106
17016,14927,6305,0,0,0
17017,19659,6470,0,0,0
17018,10569,642,0,0,0
17019,16088,5282,134,134,134
17020,8316,698,0,0,0
17021,20360,4544,0,0,0
